1546776833,0.15
1546776834,1.15
1546776835,2.15
1546776836,3.15
1546776837,4.15
1546776838,5.15
1546776839,6.15
1546776840,7.15
1546776841,8.15
1546776842,9.15
1546776843,10.15
1546776844,11.15
1546776845,12.15
1546776846,13.15
1546776847,14.15
1546776848,15.15
1546776849,16.15
1546776850,17.15
1546776851,18.15
1546776852,19.15
1546776853,20.15
1546776854,21.15
1546776855,22.15
1546776856,23.15
1546776857,24.15
1546776858,25.15
1546776859,26.15
1546776860,27.15
1546776861,28.15
1546776862,29.15
1546776863,30.15
1546776864,31.15
1546776865,32.15
1546776866,33.15
1546776867,34.15
1546776868,35.15
1546776869,36.15
1546776870,37.15
1546776871,38.15
1546776872,39.15
1546776873,40.15
1546776874,41.15
1546776875,42.15
1546776876,43.15
1546776877,44.15
1546776878,45.15
1546776879,46.15
1546776880,47.15
1546776881,48.15
1546776882,49.15
1546776883,50.15
1546776884,51.15
1546776885,52.15
1546776886,53.15
1546776887,54.15
1546776888,55.15
1546776889,56.15
1546776890,57.15
1546776891,58.15
1546776892,59.15
1546776893,60.15
1546776894,61.15
1546776895,62.15
1546776896,63.15
1546776897,64.15
1546776898,65.15
1546776899,66.15
1546776900,67.15
1546776901,68.15
1546776902,69.15
1546776903,70.15
1546776904,71.15
1546776905,72.15
1546776906,73.15
1546776907,74.15
1546776908,75.15
1546776909,76.15
1546776910,77.15
1546776911,78.15
1546776912,79.15
1546776913,80.15
1546776914,81.15
1546776915,82.15
1546776916,83.15
1546776917,84.15
1546776918,85.15
1546776919,86.15
1546776920,87.15
1546776921,88.15
1546776922,89.15
1546776923,90.15
1546776924,91.15
1546776925,92.15
1546776926,93.15
1546776927,94.15
1546776928,95.15
1546776929,96.15
1546776930,97.15
1546776931,98.15
1546776932,99.15
1546776933,100.15
1546776934,101.15
1546776935,102.15
1546776936,103.15
1546776937,104.15
1546776938,105.15
1546776939,106.15
1546776940,107.15
1546776941,108.15
1546776942,109.15
1546776943,110.15
1546776944,111.15
1546776945,112.15
1546776946,113.15
1546776947,114.15
1546776948,115.15
1546776949,116.15
1546776950,117.15
1546776951,118.15
1546776952,119.15
1546776953,120.15
1546776954,121.15
1546776955,122.15
1546776956,123.15
1546776957,124.15
1546776958,125.15
1546776959,126.15
1546776960,127.15
1546776961,128.15
1546776962,129.15
1546776963,130.15
1546776964,131.15
1546776965,132.15
1546776966,133.15
1546776967,134.15
1546776968,135.15
1546776969,136.15
1546776970,137.15
1546776971,138.15
1546776972,139.15
1546776973,140.15
1546776974,141.15
1546776975,142.15
1546776976,143.15
1546776977,144.15
1546776978,145.15
1546776979,146.15
1546776980,147.15
1546776981,148.15
1546776982,149.15
1546776983,150.15
1546776984,151.15
1546776985,152.15
1546776986,153.15
1546776987,154.15
1546776988,155.15
1546776989,156.15
1546776990,157.15
1546776991,158.15
1546776992,159.15
1546776993,160.15
1546776994,161.15
1546776995,162.15
1546776996,163.15
1546776997,164.15
1546776998,165.15
1546776999,166.15
1546777000,167.15
1546777001,168.15
1546777002,169.15
1546777003,170.15
1546777004,171.15
1546777005,172.15
1546777006,173.15
1546777007,174.15
1546777008,175.15
1546777009,176.15
1546777010,177.15
1546777011,178.15
1546777012,179.15
1546777013,180.15
1546777014,181.15
1546777015,182.15
1546777016,183.15
1546777017,184.15
1546777018,185.15
1546777019,186.15
1546777020,187.15
1546777021,188.15
1546777022,189.15
1546777023,190.15
1546777024,191.15
1546777025,192.15
1546777026,193.15
1546777027,194.15
1546777028,195.15
1546777029,196.15
1546777030,197.15
1546777031,198.15
1546777032,199.15
1546777033,200.15
1546777034,201.15
1546777035,202.15
1546777036,203.15
1546777037,204.15
1546777038,205.15
1546777039,206.15
1546777040,207.15
1546777041,208.15
1546777042,209.15
1546777043,210.15
1546777044,211.15
1546777045,212.15
1546777046,213.15
1546777047,214.15
1546777048,215.15
1546777049,216.15
1546777050,217.15
1546777051,218.15
1546777052,219.15
1546777053,220.15
1546777054,221.15
1546777055,222.15
1546777056,223.15
1546777057,224.15
1546777058,225.15
1546777059,226.15
1546777060,227.15
1546777061,228.15
1546777062,229.15
1546777063,230.15
1546777064,231.15
1546777065,232.15
1546777066,233.15
1546777067,234.15
1546777068,235.15
1546777069,236.15
1546777070,237.15
1546777071,238.15
1546777072,239.15
1546777073,240.15
1546777074,241.15
1546777075,242.15
1546777076,243.15
1546777077,244.15
1546777078,245.15
1546777079,246.15
1546777080,247.15
1546777081,248.15
1546777082,249.15
